Test (2B): leader backs up quickly over incorrect follower logs ...
000000 VOTE Server 1 started election for term 1
000014 VOTE Server 0 received requestVote | term: 1, candidateId: 1, lastLogIndex: 0, lastLogTerm: 0
131262 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
131262 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
131264 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
131265 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
132187 APND Server 3 sending appendEntries to 2 | nextIndex: 52, logLength: 52
132188 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 52
132190 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 52
132192 APND Server 3 sending appendEntries to 1 | nextIndex: 52, logLength: 52
132195 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
132201 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
132263 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
132265 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
132265 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
132267 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
132290 VOTE Server 0 started election for term 5
133198 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 52
133199 APND Server 3 sending appendEntries to 1 | nextIndex: 52, logLength: 52
133200 APND Server 3 sending appendEntries to 2 | nextIndex: 52, logLength: 52
133201 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 52
133205 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
133206 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
133275 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
133278 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
133281 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
133283 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
134206 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 52
134208 APND Server 3 sending appendEntries to 2 | nextIndex: 52, logLength: 52
134209 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 52
134212 APND Server 3 sending appendEntries to 1 | nextIndex: 52, logLength: 52
134214 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
134226 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
134277 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
134279 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
134280 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
134283 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
135213 APND Server 3 sending appendEntries to 2 | nextIndex: 52, logLength: 52
135217 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 52
135219 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 52
135221 APND Server 3 sending appendEntries to 1 | nextIndex: 52, logLength: 52
135224 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
135227 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
135290 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
135294 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
135295 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
135297 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
136214 APND Server 3 sending appendEntries to 2 | nextIndex: 52, logLength: 52
136216 APND Server 3 sending appendEntries to 1 | nextIndex: 52, logLength: 52
136218 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 52
136220 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 52
136224 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
136225 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
136293 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
136294 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
136296 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
136297 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
136992 VOTE Server 0 started election for term 6
137216 APND Server 3 sending appendEntries to 2 | nextIndex: 52, logLength: 52
137221 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 52
137224 APND Server 3 sending appendEntries to 1 | nextIndex: 52, logLength: 52
137226 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 52
137229 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
137233 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
137296 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
137301 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
137303 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
137305 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
138229 APND Server 3 sending appendEntries to 1 | nextIndex: 52, logLength: 52
138231 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 52
138232 APND Server 3 sending appendEntries to 2 | nextIndex: 52, logLength: 52
138234 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 52
138237 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
138241 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
138297 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
138299 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
138301 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
138303 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
139244 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 52
139248 APND Server 3 sending appendEntries to 2 | nextIndex: 52, logLength: 52
139251 APND Server 3 sending appendEntries to 1 | nextIndex: 52, logLength: 52
139252 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 52
139256 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
139257 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
139311 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
139313 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
139313 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
139314 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
140245 APND Server 3 sending appendEntries to 2 | nextIndex: 52, logLength: 52
140250 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 52
140254 APND Server 3 sending appendEntries to 1 | nextIndex: 52, logLength: 52
140256 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 52
140259 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
140265 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
140316 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
140320 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
140323 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
140325 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
141236 VOTE Server 0 started election for term 7
141250 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 52
141251 APND Server 3 sending appendEntries to 1 | nextIndex: 52, logLength: 52
141255 APND Server 3 sending appendEntries to 2 | nextIndex: 52, logLength: 52
141257 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 52
141262 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
141264 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
141323 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
141326 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
141328 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
141331 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
142252 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 52
142253 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 52
142256 APND Server 3 sending appendEntries to 2 | nextIndex: 52, logLength: 52
142259 APND Server 3 sending appendEntries to 1 | nextIndex: 52, logLength: 52
142263 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
142272 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
142328 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
142329 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
142330 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
142332 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
143264 APND Server 3 sending appendEntries to 1 | nextIndex: 52, logLength: 52
143269 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 52
143275 APND Server 3 sending appendEntries to 2 | nextIndex: 52, logLength: 52
143278 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 52
143284 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
143287 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 0
143339 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
143349 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
143364 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
143369 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
144042 LOG1 Server 3 received command 2036183810418473060 | term: 29, index: 52
144265 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 53
144269 APND Server 3 sending appendEntries to 1 | nextIndex: 52, logLength: 53
144272 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 53
144276 APND Server 3 sending appendEntries to 2 | nextIndex: 52, logLength: 53
144276 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 1
144296 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 51, prevLogTerm: 3, leaderCommit: 51, entries: 1
144350 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
144353 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
144354 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
144357 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
145274 APND Server 3 sending appendEntries to 1 | nextIndex: 53, logLength: 53
145277 APND Server 3 sending appendEntries to 2 | nextIndex: 53, logLength: 53
145279 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 53
145281 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 53
145286 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 52, prevLogTerm: 29, leaderCommit: 52, entries: 0
145287 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 52, prevLogTerm: 29, leaderCommit: 52, entries: 0
145357 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
145360 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
145361 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
145363 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
145497 LOG1 Server 3 received command 9082613562717494878 | term: 29, index: 53
145861 VOTE Server 0 started election for term 8
146288 APND Server 3 sending appendEntries to 2 | nextIndex: 53, logLength: 54
146292 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 54
146294 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 54
146296 APND Server 3 sending appendEntries to 1 | nextIndex: 53, logLength: 54
146297 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 52, prevLogTerm: 29, leaderCommit: 52, entries: 1
146304 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 52, prevLogTerm: 29, leaderCommit: 52, entries: 1
146365 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
146367 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
146369 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
146371 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
147297 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 54
147302 APND Server 3 sending appendEntries to 2 | nextIndex: 54, logLength: 54
147304 APND Server 3 sending appendEntries to 1 | nextIndex: 54, logLength: 54
147305 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 54
147309 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 53, prevLogTerm: 29, leaderCommit: 53, entries: 0
147309 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 53, prevLogTerm: 29, leaderCommit: 53, entries: 0
147363 LOG1 Server 3 received command 4560405126896611988 | term: 29, index: 54
147366 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
147367 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
147368 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
147370 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
148300 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 55
148302 APND Server 3 sending appendEntries to 2 | nextIndex: 54, logLength: 55
148305 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 55
148307 APND Server 3 sending appendEntries to 1 | nextIndex: 54, logLength: 55
148310 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 53, prevLogTerm: 29, leaderCommit: 53, entries: 1
148311 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 53, prevLogTerm: 29, leaderCommit: 53, entries: 1
148372 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
148377 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
148378 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
148380 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
149306 APND Server 3 sending appendEntries to 1 | nextIndex: 55, logLength: 55
149307 APND Server 3 sending appendEntries to 2 | nextIndex: 55, logLength: 55
149309 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 55
149311 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 55
149314 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 54, prevLogTerm: 29, leaderCommit: 54, entries: 0
149314 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 54, prevLogTerm: 29, leaderCommit: 54, entries: 0
149381 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
149382 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
149385 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
149388 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
149439 LOG1 Server 3 received command 6940722422807521156 | term: 29, index: 55
149864 VOTE Server 0 started election for term 9
150307 APND Server 3 sending appendEntries to 2 | nextIndex: 55, logLength: 56
150310 APND Server 3 sending appendEntries to 1 | nextIndex: 55, logLength: 56
150311 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 56
150313 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 56
150317 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 54, prevLogTerm: 29, leaderCommit: 54, entries: 1
150318 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 54, prevLogTerm: 29, leaderCommit: 54, entries: 1
150382 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
150384 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
150386 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
150389 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
151310 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 56
151314 APND Server 3 sending appendEntries to 1 | nextIndex: 56, logLength: 56
151316 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 56
151319 APND Server 3 sending appendEntries to 2 | nextIndex: 56, logLength: 56
151322 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 55, prevLogTerm: 29, leaderCommit: 55, entries: 0
151324 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 55, prevLogTerm: 29, leaderCommit: 55, entries: 0
151395 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
151398 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
151400 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
151402 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
151507 LOG1 Server 3 received command 3594132693426233317 | term: 29, index: 56
152324 APND Server 3 sending appendEntries to 1 | nextIndex: 56, logLength: 57
152326 APND Server 3 sending appendEntries to 2 | nextIndex: 56, logLength: 57
152328 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 57
152331 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 57
152333 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 55, prevLogTerm: 29, leaderCommit: 55, entries: 1
152333 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 55, prevLogTerm: 29, leaderCommit: 55, entries: 1
152406 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
152407 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
152408 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
152410 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
153333 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 57
153335 APND Server 3 sending appendEntries to 1 | nextIndex: 57, logLength: 57
153338 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 57
153340 APND Server 3 sending appendEntries to 2 | nextIndex: 57, logLength: 57
153346 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 56, prevLogTerm: 29, leaderCommit: 56, entries: 0
153348 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 56, prevLogTerm: 29, leaderCommit: 56, entries: 0
153415 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
153418 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
153422 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
153423 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
153573 LOG1 Server 3 received command 2386286449746068854 | term: 29, index: 57
154234 VOTE Server 0 started election for term 10
154339 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 58
154340 APND Server 3 sending appendEntries to 2 | nextIndex: 57, logLength: 58
154343 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 58
154346 APND Server 3 sending appendEntries to 1 | nextIndex: 57, logLength: 58
154351 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 56, prevLogTerm: 29, leaderCommit: 56, entries: 1
154355 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 56, prevLogTerm: 29, leaderCommit: 56, entries: 1
154421 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
154424 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
154426 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
154428 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
155344 APND Server 3 sending appendEntries to 2 | nextIndex: 58, logLength: 58
155348 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 58
155349 APND Server 3 sending appendEntries to 1 | nextIndex: 58, logLength: 58
155352 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 58
155354 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 57, prevLogTerm: 29, leaderCommit: 57, entries: 0
155357 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 57, prevLogTerm: 29, leaderCommit: 57, entries: 0
155423 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
155427 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
155428 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
155433 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
155434 LOG1 Server 3 received command 7359679132108044599 | term: 29, index: 58
156348 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 59
156350 APND Server 3 sending appendEntries to 2 | nextIndex: 58, logLength: 59
156351 APND Server 3 sending appendEntries to 1 | nextIndex: 58, logLength: 59
156353 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 59
156357 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 57, prevLogTerm: 29, leaderCommit: 57, entries: 1
156358 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 57, prevLogTerm: 29, leaderCommit: 57, entries: 1
156427 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
156429 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
156431 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
156433 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
157350 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 59
157352 APND Server 3 sending appendEntries to 2 | nextIndex: 59, logLength: 59
157355 APND Server 3 sending appendEntries to 1 | nextIndex: 59, logLength: 59
157360 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 59
157370 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 58, prevLogTerm: 29, leaderCommit: 58, entries: 0
157386 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 58, prevLogTerm: 29, leaderCommit: 58, entries: 0
157438 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
157441 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
157444 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
157446 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
157513 LOG1 Server 3 received command 3686237780888289413 | term: 29, index: 59
158354 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 60
158360 APND Server 3 sending appendEntries to 1 | nextIndex: 59, logLength: 60
158363 APND Server 3 sending appendEntries to 2 | nextIndex: 59, logLength: 60
158368 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 60
158377 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 58, prevLogTerm: 29, leaderCommit: 58, entries: 1
158379 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 58, prevLogTerm: 29, leaderCommit: 58, entries: 1
158443 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
158446 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
158450 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
158455 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
158768 VOTE Server 0 started election for term 11
159358 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 60
159363 APND Server 3 sending appendEntries to 1 | nextIndex: 60, logLength: 60
159366 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 60
159368 APND Server 3 sending appendEntries to 2 | nextIndex: 60, logLength: 60
159371 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 59, prevLogTerm: 29, leaderCommit: 59, entries: 0
159380 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 59, prevLogTerm: 29, leaderCommit: 59, entries: 0
159458 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
159462 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
159467 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
159470 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
159585 LOG1 Server 3 received command 8069180087337597407 | term: 29, index: 60
160364 APND Server 3 sending appendEntries to 1 | nextIndex: 60, logLength: 61
160367 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 61
160368 APND Server 3 sending appendEntries to 2 | nextIndex: 60, logLength: 61
160370 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 61
160372 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 59, prevLogTerm: 29, leaderCommit: 59, entries: 1
160374 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 59, prevLogTerm: 29, leaderCommit: 59, entries: 1
160464 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
160465 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
160468 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
160470 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
161371 APND Server 3 sending appendEntries to 1 | nextIndex: 61, logLength: 61
161376 APND Server 3 sending appendEntries to 0 | nextIndex: 52, logLength: 61
161377 APND Server 3 sending appendEntries to 4 | nextIndex: 52, logLength: 61
161378 APND Server 3 sending appendEntries to 2 | nextIndex: 61, logLength: 61
161384 APND Server 1 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 60, prevLogTerm: 29, leaderCommit: 60, entries: 0
161388 APND Server 2 received appendEntries | term: 29, leaderId: 3, prevLogIndex: 60, prevLogTerm: 29, leaderCommit: 60, entries: 0
161465 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 102
161466 LOG1 Server 3 received command 911512234908946940 | term: 29, index: 61
161466 APND Server 4 sending appendEntries to 0 | nextIndex: 102, logLength: 102
161467 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 102
161468 APND Server 4 sending appendEntries to 3 | nextIndex: 52, logLength: 102
162374 APND Server 3 sending appendEntries to 1 | nextIndex: 61, logLength: 62
